Product_ID,Product_Category,Orders,Actual_Returns,Avg_Risk_Score,Actual_Return_Rate_%
PROD0173,Clothing,11,4,0.521,36.36
PROD0411,Clothing,11,1,0.521,9.09
PROD0300,Electronics,12,6,0.52,50.0
PROD0434,Electronics,10,4,0.52,40.0
PROD0463,Clothing,13,6,0.52,46.15
PROD0464,Toys,11,3,0.52,27.27
PROD0341,Books,7,2,0.52,28.57
PROD0315,Clothing,10,3,0.52,30.0
PROD0323,Books,10,4,0.52,40.0
PROD0205,Home Appliances,4,1,0.52,25.0
PROD0009,Home Appliances,10,2,0.519,20.0
PROD0133,Electronics,7,2,0.519,28.57
PROD0074,Toys,13,1,0.519,7.69
PROD0390,Clothing,10,2,0.519,20.0
PROD0232,Clothing,7,1,0.519,14.29
PROD0417,Clothing,8,0,0.519,0.0
PROD0033,Clothing,10,4,0.518,40.0
PROD0353,Books,11,2,0.518,18.18
PROD0376,Electronics,11,3,0.518,27.27
PROD0060,Electronics,9,2,0.518,22.22
PROD0100,Toys,12,5,0.518,41.67
PROD0111,Books,6,0,0.518,0.0
PROD0288,Home Appliances,14,2,0.518,14.29
PROD0097,Clothing,10,4,0.518,40.0
PROD0067,Clothing,9,3,0.517,33.33
PROD0086,Clothing,13,5,0.517,38.46
PROD0278,Clothing,7,3,0.517,42.86
PROD0162,Electronics,7,2,0.517,28.57
PROD0362,Toys,13,4,0.517,30.77
PROD0184,Clothing,11,5,0.516,45.45
PROD0019,Clothing,6,1,0.516,16.67
PROD0388,Books,10,5,0.516,50.0
PROD0153,Clothing,7,2,0.515,28.57
PROD0292,Electronics,7,1,0.514,14.29
PROD0295,Electronics,14,7,0.514,50.0
PROD0225,Books,8,2,0.514,25.0
PROD0080,Toys,11,7,0.514,63.64
PROD0321,Clothing,11,4,0.514,36.36
PROD0247,Home Appliances,11,3,0.514,27.27
PROD0407,Clothing,6,3,0.513,50.0
PROD0218,Books,13,4,0.513,30.77
PROD0007,Books,11,2,0.513,18.18
PROD0169,Clothing,7,1,0.513,14.29
PROD0041,Toys,19,4,0.512,21.05
PROD0322,Toys,5,0,0.512,0.0
PROD0229,Toys,9,3,0.512,33.33
PROD0499,Clothing,8,1,0.512,12.5
PROD0306,Electronics,10,3,0.512,30.0
PROD0291,Electronics,9,1,0.512,11.11
PROD0419,Toys,13,4,0.512,30.77
PROD0404,Books,11,0,0.511,0.0
PROD0075,Clothing,11,3,0.511,27.27
PROD0485,Toys,11,3,0.51,27.27
PROD0108,Electronics,10,2,0.51,20.0
PROD0192,Toys,9,3,0.51,33.33
PROD0166,Clothing,13,5,0.51,38.46
PROD0338,Toys,11,5,0.51,45.45
PROD0343,Books,13,5,0.51,38.46
PROD0250,Clothing,10,2,0.51,20.0
PROD0055,Home Appliances,12,5,0.51,41.67
PROD0103,Home Appliances,13,6,0.509,46.15
PROD0029,Clothing,10,3,0.509,30.0
PROD0043,Clothing,7,0,0.509,0.0
PROD0262,Toys,8,1,0.509,12.5
PROD0387,Clothing,13,2,0.509,15.38
PROD0337,Electronics,5,1,0.509,20.0
PROD0277,Home Appliances,11,2,0.509,18.18
PROD0020,Home Appliances,15,2,0.508,13.33
PROD0077,Books,8,4,0.508,50.0
PROD0045,Electronics,7,0,0.508,0.0
PROD0310,Clothing,9,2,0.507,22.22
PROD0481,Clothing,8,3,0.507,37.5
PROD0034,Clothing,7,3,0.507,42.86
PROD0309,Home Appliances,13,2,0.506,15.38
PROD0160,Clothing,6,1,0.506,16.67
PROD0044,Books,15,5,0.506,33.33
PROD0002,Toys,21,6,0.506,28.57
PROD0047,Toys,8,2,0.506,25.0
PROD0180,Electronics,10,5,0.506,50.0
PROD0495,Clothing,7,2,0.506,28.57
PROD0125,Toys,13,6,0.506,46.15
PROD0126,Clothing,17,4,0.505,23.53
PROD0431,Electronics,7,3,0.505,42.86
PROD0483,Clothing,7,3,0.505,42.86
PROD0351,Electronics,11,3,0.505,27.27
PROD0222,Electronics,11,4,0.505,36.36
PROD0159,Home Appliances,13,4,0.505,30.77
PROD0271,Home Appliances,5,0,0.505,0.0
PROD0210,Electronics,6,3,0.504,50.0
PROD0054,Toys,8,3,0.504,37.5
PROD0302,Clothing,12,4,0.503,33.33
PROD0233,Books,13,0,0.503,0.0
PROD0331,Clothing,13,3,0.503,23.08
PROD0382,Electronics,7,1,0.503,14.29
PROD0294,Clothing,9,4,0.502,44.44
PROD0131,Electronics,8,4,0.502,50.0
PROD0165,Clothing,8,2,0.502,25.0
PROD0114,Electronics,15,3,0.502,20.0
PROD0453,Home Appliances,10,3,0.502,30.0
PROD0098,Clothing,13,1,0.501,7.69
PROD0290,Clothing,7,2,0.501,28.57
PROD0420,Electronics,9,3,0.501,33.33
PROD0484,Books,16,6,0.5,37.5
PROD0196,Electronics,6,1,0.5,16.67
PROD0167,Books,13,7,0.5,53.85
PROD0334,Clothing,15,4,0.5,26.67
PROD0317,Electronics,10,1,0.5,10.0
PROD0137,Home Appliances,9,6,0.5,66.67
PROD0437,Electronics,15,3,0.5,20.0
PROD0106,Clothing,9,3,0.5,33.33
PROD0416,Electronics,12,6,0.5,50.0
PROD0235,Clothing,8,3,0.5,37.5
PROD0128,Toys,11,7,0.499,63.64
PROD0276,Electronics,10,2,0.499,20.0
PROD0282,Electronics,12,1,0.499,8.33
PROD0257,Clothing,8,4,0.499,50.0
PROD0308,Toys,6,2,0.499,33.33
PROD0035,Clothing,9,1,0.499,11.11
PROD0479,Electronics,15,4,0.499,26.67
PROD0008,Electronics,10,4,0.498,40.0
PROD0012,Toys,8,2,0.498,25.0
PROD0384,Clothing,6,1,0.498,16.67
PROD0072,Books,11,2,0.498,18.18
PROD0048,Electronics,9,2,0.498,22.22
PROD0158,Clothing,8,2,0.498,25.0
PROD0220,Electronics,9,0,0.498,0.0
PROD0083,Clothing,12,5,0.497,41.67
PROD0260,Electronics,14,5,0.497,35.71
PROD0239,Toys,15,4,0.497,26.67
PROD0298,Electronics,8,3,0.497,37.5
PROD0386,Books,15,3,0.497,20.0
PROD0480,Home Appliances,7,1,0.497,14.29
PROD0141,Clothing,10,2,0.497,20.0
PROD0460,Electronics,17,3,0.497,17.65
PROD0116,Home Appliances,7,3,0.496,42.86
PROD0069,Toys,12,2,0.496,16.67
PROD0303,Toys,4,0,0.496,0.0
PROD0164,Clothing,6,3,0.496,50.0
PROD0287,Clothing,10,1,0.496,10.0
PROD0149,Clothing,9,2,0.496,22.22
PROD0241,Books,5,2,0.496,40.0
PROD0493,Home Appliances,7,1,0.495,14.29
PROD0379,Clothing,8,1,0.495,12.5
PROD0422,Electronics,14,3,0.495,21.43
PROD0457,Electronics,14,5,0.495,35.71
PROD0215,Clothing,11,2,0.494,18.18
PROD0406,Electronics,7,3,0.494,42.86
PROD0123,Electronics,11,3,0.494,27.27
PROD0324,Toys,5,0,0.494,0.0
PROD0156,Toys,14,4,0.494,28.57
PROD0329,Toys,16,4,0.494,25.0
PROD0138,Clothing,14,3,0.494,21.43
PROD0245,Electronics,15,1,0.494,6.67
PROD0135,Books,10,3,0.493,30.0
PROD0154,Clothing,6,1,0.493,16.67
PROD0433,Clothing,11,1,0.492,9.09
PROD0474,Books,7,4,0.492,57.14
PROD0330,Toys,13,3,0.492,23.08
PROD0224,Home Appliances,8,3,0.492,37.5
PROD0216,Clothing,10,3,0.492,30.0
PROD0462,Clothing,6,3,0.492,50.0
PROD0473,Books,14,5,0.492,35.71
PROD0421,Electronics,15,5,0.492,33.33
PROD0492,Electronics,6,4,0.492,66.67
PROD0025,Electronics,11,3,0.492,27.27
PROD0244,Clothing,10,4,0.492,40.0
PROD0161,Clothing,13,4,0.492,30.77
PROD0195,Books,11,5,0.491,45.45
PROD0185,Electronics,13,5,0.491,38.46
PROD0093,Clothing,7,3,0.491,42.86
PROD0112,Toys,14,2,0.491,14.29
PROD0191,Home Appliances,7,4,0.491,57.14
PROD0003,Clothing,14,5,0.49,35.71
PROD0144,Toys,14,2,0.49,14.29
PROD0203,Clothing,11,5,0.49,45.45
PROD0155,Clothing,7,1,0.49,14.29
PROD0335,Clothing,12,6,0.49,50.0
PROD0458,Electronics,14,4,0.49,28.57
PROD0446,Books,11,2,0.489,18.18
PROD0345,Home Appliances,17,3,0.489,17.65
PROD0469,Electronics,6,3,0.489,50.0
PROD0272,Toys,12,5,0.489,41.67
PROD0178,Books,8,2,0.489,25.0
PROD0454,Electronics,7,2,0.489,28.57
PROD0280,Electronics,8,3,0.489,37.5
PROD0168,Electronics,10,5,0.488,50.0
PROD0006,Home Appliances,9,3,0.488,33.33
PROD0221,Books,15,5,0.488,33.33
PROD0062,Books,19,4,0.488,21.05
PROD0145,Clothing,14,5,0.488,35.71
PROD0445,Clothing,8,3,0.488,37.5
PROD0391,Electronics,8,1,0.488,12.5
PROD0242,Clothing,9,3,0.488,33.33
PROD0143,Toys,12,5,0.488,41.67
PROD0327,Clothing,9,2,0.487,22.22
PROD0486,Electronics,9,3,0.487,33.33
PROD0465,Home Appliances,15,3,0.487,20.0
PROD0349,Electronics,8,1,0.487,12.5
PROD0468,Clothing,12,4,0.487,33.33
PROD0378,Home Appliances,10,3,0.487,30.0
PROD0399,Books,11,5,0.487,45.45
PROD0326,Books,13,5,0.487,38.46
PROD0010,Clothing,12,6,0.486,50.0
PROD0372,Clothing,10,4,0.486,40.0
PROD0127,Books,4,1,0.486,25.0
PROD0293,Clothing,11,2,0.486,18.18
PROD0299,Clothing,9,2,0.486,22.22
PROD0400,Electronics,9,2,0.486,22.22
PROD0489,Toys,7,1,0.485,14.29
PROD0028,Electronics,11,3,0.485,27.27
PROD0200,Clothing,7,3,0.485,42.86
PROD0087,Clothing,12,3,0.485,25.0
PROD0090,Books,13,4,0.484,30.77
PROD0105,Toys,11,6,0.484,54.55
PROD0039,Toys,10,2,0.484,20.0
PROD0359,Clothing,5,1,0.484,20.0
PROD0435,Toys,10,3,0.484,30.0
PROD0049,Clothing,8,2,0.484,25.0
PROD0021,Books,8,2,0.483,25.0
PROD0490,Home Appliances,10,3,0.483,30.0
PROD0113,Electronics,5,3,0.483,60.0
PROD0194,Books,13,4,0.483,30.77
PROD0139,Home Appliances,13,2,0.483,15.38
PROD0426,Clothing,11,4,0.483,36.36
PROD0364,Clothing,13,6,0.482,46.15
PROD0134,Clothing,7,2,0.482,28.57
PROD0129,Clothing,7,2,0.482,28.57
PROD0427,Clothing,12,1,0.482,8.33
PROD0332,Electronics,9,1,0.482,11.11
PROD0333,Electronics,10,0,0.482,0.0
PROD0314,Clothing,14,5,0.482,35.71
PROD0319,Clothing,6,3,0.482,50.0
PROD0410,Clothing,8,0,0.482,0.0
PROD0328,Electronics,12,3,0.481,25.0
PROD0197,Clothing,9,2,0.481,22.22
PROD0409,Toys,12,5,0.481,41.67
PROD0336,Toys,7,2,0.48,28.57
PROD0344,Home Appliances,8,3,0.48,37.5
PROD0091,Clothing,11,2,0.48,18.18
PROD0455,Electronics,7,0,0.48,0.0
PROD0142,Electronics,4,2,0.479,50.0
PROD0119,Clothing,7,2,0.479,28.57
PROD0011,Clothing,8,1,0.479,12.5
PROD0447,Electronics,18,4,0.479,22.22
PROD0040,Clothing,10,3,0.479,30.0
PROD0284,Toys,7,4,0.478,57.14
PROD0022,Books,10,6,0.478,60.0
PROD0088,Home Appliances,9,3,0.478,33.33
PROD0423,Electronics,12,3,0.478,25.0
PROD0148,Toys,9,4,0.478,44.44
PROD0198,Toys,10,5,0.478,50.0
PROD0183,Clothing,12,5,0.478,41.67
PROD0230,Electronics,10,2,0.478,20.0
PROD0051,Home Appliances,8,3,0.478,37.5
PROD0441,Toys,8,4,0.478,50.0
PROD0440,Home Appliances,6,1,0.477,16.67
PROD0070,Electronics,10,0,0.477,0.0
PROD0026,Books,8,2,0.477,25.0
PROD0267,Electronics,10,2,0.477,20.0
PROD0429,Toys,11,2,0.477,18.18
PROD0413,Clothing,14,5,0.477,35.71
PROD0056,Toys,10,1,0.477,10.0
PROD0094,Clothing,14,6,0.477,42.86
PROD0403,Clothing,17,4,0.477,23.53
PROD0405,Clothing,11,4,0.477,36.36
PROD0204,Home Appliances,14,4,0.477,28.57
PROD0188,Clothing,13,2,0.477,15.38
PROD0243,Toys,6,4,0.477,66.67
PROD0042,Electronics,9,4,0.476,44.44
PROD0259,Electronics,6,2,0.476,33.33
PROD0122,Toys,12,4,0.476,33.33
PROD0286,Books,13,4,0.476,30.77
PROD0340,Home Appliances,7,0,0.475,0.0
PROD0136,Toys,14,3,0.475,21.43
PROD0398,Electronics,10,3,0.475,30.0
PROD0036,Electronics,12,1,0.475,8.33
PROD0320,Clothing,10,2,0.475,20.0
PROD0063,Electronics,5,1,0.475,20.0
PROD0500,Electronics,15,5,0.475,33.33
PROD0226,Electronics,11,3,0.474,27.27
PROD0237,Books,8,1,0.474,12.5
PROD0301,Clothing,6,3,0.474,50.0
PROD0476,Electronics,19,6,0.473,31.58
PROD0369,Toys,13,3,0.473,23.08
PROD0213,Electronics,10,3,0.473,30.0
PROD0258,Home Appliances,9,3,0.473,33.33
PROD0018,Home Appliances,9,2,0.473,22.22
PROD0448,Electronics,4,0,0.473,0.0
PROD0209,Electronics,6,1,0.472,16.67
PROD0175,Clothing,9,4,0.472,44.44
PROD0339,Clothing,18,5,0.472,27.78
PROD0096,Toys,15,8,0.472,53.33
PROD0354,Home Appliances,5,1,0.472,20.0
PROD0397,Electronics,6,4,0.471,66.67
PROD0478,Toys,5,1,0.471,20.0
PROD0248,Books,10,3,0.471,30.0
PROD0024,Clothing,12,2,0.471,16.67
PROD0120,Books,10,2,0.47,20.0
PROD0207,Clothing,10,2,0.47,20.0
PROD0117,Clothing,11,3,0.468,27.27
PROD0436,Toys,9,4,0.468,44.44
PROD0085,Books,10,2,0.468,20.0
PROD0408,Clothing,11,2,0.468,18.18
PROD0494,Home Appliances,12,4,0.468,33.33
PROD0053,Electronics,14,3,0.468,21.43
PROD0424,Books,11,2,0.468,18.18
PROD0058,Home Appliances,8,1,0.467,12.5
PROD0289,Clothing,13,3,0.467,23.08
PROD0252,Electronics,13,2,0.467,15.38
PROD0017,Electronics,10,5,0.467,50.0
PROD0255,Electronics,11,4,0.467,36.36
PROD0365,Electronics,7,3,0.467,42.86
PROD0115,Books,7,2,0.467,28.57
PROD0356,Toys,10,4,0.467,40.0
PROD0389,Books,9,3,0.467,33.33
PROD0104,Electronics,6,2,0.466,33.33
PROD0176,Clothing,22,4,0.466,18.18
PROD0396,Toys,14,2,0.466,14.29
PROD0358,Books,14,2,0.466,14.29
PROD0068,Toys,7,1,0.466,14.29
PROD0443,Electronics,10,2,0.466,20.0
PROD0265,Toys,11,2,0.465,18.18
PROD0296,Electronics,9,3,0.465,33.33
PROD0223,Toys,17,4,0.465,23.53
PROD0350,Electronics,9,4,0.465,44.44
PROD0459,Toys,10,4,0.465,40.0
PROD0163,Electronics,11,5,0.465,45.45
PROD0187,Clothing,8,0,0.465,0.0
PROD0392,Electronics,12,4,0.465,33.33
PROD0199,Books,11,2,0.464,18.18
PROD0147,Toys,13,5,0.464,38.46
PROD0079,Books,11,2,0.464,18.18
PROD0030,Electronics,15,3,0.464,20.0
PROD0130,Home Appliances,11,5,0.463,45.45
PROD0076,Books,11,5,0.462,45.45
PROD0251,Electronics,17,4,0.462,23.53
PROD0228,Books,10,3,0.461,30.0
PROD0304,Books,8,2,0.461,25.0
PROD0027,Books,7,4,0.46,57.14
PROD0352,Electronics,8,3,0.46,37.5
PROD0206,Books,11,2,0.46,18.18
PROD0236,Books,14,6,0.459,42.86
PROD0366,Clothing,10,3,0.459,30.0
PROD0357,Books,10,3,0.459,30.0
PROD0452,Books,5,2,0.459,40.0
PROD0412,Electronics,6,1,0.459,16.67
PROD0016,Books,9,1,0.458,11.11
PROD0219,Electronics,8,2,0.458,25.0
PROD0050,Home Appliances,7,3,0.458,42.86
PROD0110,Home Appliances,9,1,0.458,11.11
PROD0401,Clothing,12,2,0.458,16.67
PROD0383,Home Appliances,11,4,0.458,36.36
PROD0471,Books,10,1,0.457,10.0
PROD0013,Clothing,14,4,0.457,28.57
PROD0254,Clothing,8,4,0.457,50.0
PROD0477,Books,10,0,0.457,0.0
PROD0311,Electronics,12,2,0.456,16.67
PROD0361,Books,10,2,0.455,20.0
PROD0360,Electronics,7,2,0.455,28.57
PROD0212,Electronics,8,1,0.455,12.5
PROD0181,Clothing,12,4,0.455,33.33
PROD0380,Books,9,3,0.455,33.33
PROD0023,Electronics,12,3,0.454,25.0
PROD0078,Books,9,2,0.454,22.22
PROD0182,Home Appliances,9,3,0.454,33.33
PROD0037,Electronics,7,0,0.454,0.0
PROD0318,Toys,10,5,0.453,50.0
PROD0414,Books,14,5,0.453,35.71
PROD0084,Clothing,9,0,0.453,0.0
PROD0099,Home Appliances,9,2,0.452,22.22
PROD0095,Electronics,10,3,0.451,30.0
PROD0217,Toys,9,4,0.451,44.44
PROD0171,Electronics,15,2,0.451,13.33
PROD0442,Clothing,7,2,0.45,28.57
PROD0031,Toys,11,2,0.45,18.18
PROD0073,Clothing,15,4,0.449,26.67
PROD0082,Books,14,3,0.448,21.43
PROD0046,Clothing,14,3,0.448,21.43
PROD0297,Books,6,1,0.448,16.67
PROD0283,Books,9,0,0.447,0.0
PROD0121,Clothing,7,4,0.447,57.14
PROD0487,Electronics,8,1,0.446,12.5
PROD0240,Books,5,0,0.446,0.0
PROD0425,Toys,11,4,0.445,36.36
PROD0264,Toys,6,1,0.444,16.67
PROD0174,Electronics,5,2,0.444,40.0
PROD0444,Electronics,10,3,0.444,30.0
PROD0415,Electronics,16,7,0.443,43.75
PROD0238,Books,6,5,0.441,83.33
PROD0367,Home Appliances,5,1,0.44,20.0
PROD0118,Home Appliances,9,1,0.439,11.11
PROD0151,Home Appliances,9,1,0.438,11.11
PROD0347,Toys,13,3,0.437,23.08
PROD0061,Toys,5,0,0.436,0.0
PROD0342,Toys,15,5,0.434,33.33
PROD0124,Electronics,10,2,0.431,20.0
PROD0004,Books,8,3,0.429,37.5
PROD0146,Home Appliances,11,1,0.427,9.09
PROD0001,Books,16,4,0.427,25.0
PROD0475,Toys,6,1,0.426,16.67
PROD0371,Books,7,2,0.426,28.57
PROD0231,Books,9,2,0.426,22.22
PROD0190,Books,7,3,0.426,42.86
PROD0193,Books,8,1,0.424,12.5
PROD0150,Toys,13,3,0.423,23.08
PROD0101,Toys,11,2,0.419,18.18
PROD0065,Toys,6,4,0.414,66.67
PROD0201,Books,9,4,0.413,44.44
PROD0395,Books,13,2,0.411,15.38
PROD0057,Electronics,7,2,0.39,28.57
PROD0438,Books,4,1,0.385,25.0
